command,location_function
Please turn on the lambs kitchen,4
Please turn on the lamb kitchen,4
Please turn off the lambs kitchen,5
Please turn off the lamb kitchen,5
Please open lights of kitchen,4
Please open light of kitchen,4
Please cut lights of kitchen,5
Please cut light of kitchen,5
Please close lights of kitchen,5
Please close light of kitchen,5
Please turn on lights  of kitchen,4
Please turn on light of kitchen,4
Please turn off lights of kitchen,5
Please turn off light of kitchen,5
Please open the lights of kitchen,4
Please open the light of kitchen,4
Please cut the lights of kitchen,5
Please cut thelight of kitchen,5
Please close the lights of kitchen,5
Please close the light of kitchen,5
Please turn on the lights of kitchen,4
Please turn on the light of kitchen,4
Please turn off the lights of kitchen,5
Please turn off the light of kitchen,5
Please open lambs of kitchen,4
Please open lamb of kitchen,4
Please cut lambs of kitchen,5
Please cut lamb of kitchen,5
Please close lambs of kitchen,5
Please close lamb of kitchen,5
Please turn on lambs of kitchen,4
Please turn on lamb of kitchen,4
Please turn off lambs of kitchen,5
Please turn off lamb of kitchen,5
Please open the lambs of kitchen,4
Please open the lamb of kitchen,4
Please cut the lambs of kitchen,5
Please cut thelamb of kitchen,5
Please close the lambs of kitchen,5
Please close the lamb of kitchen,5
Please turn on the lambs of kitchen,4
Please turn on the lamb of kitchen,4
Please turn off the lambs of kitchen,5
Please turn off the lamb of kitchen,5
Please open lights at the kitchen,4
Please open light at the kitchen,4
Please cut lights at the kitchen,5
Please cut light at the kitchen,5
Please close lights at the kitchen,5
Please close light at the kitchen,5
Please turn on lights at the kitchen,4
Please turn on light at the kitchen,4
Please turn off lights at the kitchen,5
Please turn off light at the kitchen,5
Please open the lights at the kitchen,4
Please open the light at the kitchen,4
Please cut the lights at the kitchen,5
Please cut thelight at the kitchen,5
Please close the lights at the kitchen,5
Please close the light at the kitchen,5
Please turn on the lights at the kitchen,4
Please turn on the light at the kitchen,4
Please turn off the lights  at the kitchen,5
Please turn off the light at the kitchen,5
Please open lambs at the kitchen,4
Please open lamb at the kitchen,4
Please cut lambs at the kitchen,5
Please cut lamb at the kitchen,5
Please close lambs at the kitchen,5
Please close lamb at the kitchen,5
Please turn on lambs at the kitchen,4
Please turn on lamb at the kitchen,4
Please turn off lambs at the kitchen,5
Please turn off lamb at the kitchen,5
Please open the lambs at the kitchen,4
Please open the lamb at the kitchen,4
Please cut the lambs at the kitchen,5
Please cut thelamb at the kitchen,5
Please close the lambs at the kitchen,5
Please close the lamb at the kitchen,5
Please turn on the lambs at the kitchen,4
Please turn on the lamb at the kitchen,4
Please turn off the lambs at the kitchen,5
Please turn off the lamb at the kitchen,5
Please open lights in the kitchen,4
Please open light in the kitchen,4
Please cut lights in the kitchen,5
Please cut light in the kitchen,5
Please close lights in the kitchen,5
Please close light in the kitchen,5
Please turn on lights in the kitchen,4
Please turn on light in the kitchen,4
Please turn off lights in the kitchen,5
Please turn off light in the kitchen,5
Please open the lights in the kitchen,4
Please open the light in the kitchen,4
Please cut the lights in the kitchen,5
Please cut thelight in the kitchen,5
Please close the lights in the kitchen,5
Please close the light in the kitchen,5
Please turn on the lights in the kitchen,4
Please turn on the light in the kitchen,4
Please turn off the lights in the kitchen,5
Please turn off the light in the kitchen,5
Please open lambs in the kitchen,4
Please open lamb in the kitchen,4
Please cut lambs in the kitchen,5
Please cut lamb in the kitchen,5
Please close lambs in the kitchen,5
Please close lamb in the kitchen,5
Please turn on lambs in the kitchen,4
Please turn on lamb in the kitchen,4
Please turn off lambs in the kitchen,5
Please turn off lamb in the kitchen,5
Please open the lambs in the kitchen,4
Please open the lamb in the kitchen,4
Please cut the lambs in the kitchen,5
Please cut thelamb in the kitchen,5
Please close the lambs in the kitchen,5
Please close the lamb in the kitchen,5
Please turn on the lambs in the kitchen,4
Please turn on the lamb in the kitchen,4
Please turn off the lambs in the kitchen,5
Please turn off the lamb in the kitchen,5
open lights at kitchen please,4
open light at kitchen please,4
cut lights at kitchen please,5
cut light at kitchen please,5
close lights at kitchen please,5
close light at kitchen please,5
turn on lights at kitchen please,4
turn on light at kitchen please,4
turn off lights at kitchen please,5
turn off light at kitchen please,5
open the lights at kitchen please,4
open the light at kitchen please,4
cut the lights at kitchen please,5
cut thelight at kitchen please,5
close the lights at kitchen please,5
close the light at kitchen please,5
turn on the lights at kitchen please,4
turn on the light at kitchen please,4
turn off the lights at kitchen please,5
turn off the light at kitchen please,5
open lambs at kitchen please,4
open lamb at kitchen please,4
cut lambs at kitchen please,5
cut lamb at kitchen please,5
close lambs at kitchen please,5
close lamb at kitchen please,5
turn on lambs at kitchen please,4
turn on lamb at kitchen please,4
turn off lambs at kitchen please,5
turn off lamb at kitchen please,5
open the lambs at kitchen please,4
open the lamb at kitchen please,4
cut the lambs at kitchen please,5
cut thelamb at kitchen please,5
close the lambs at kitchen please,5
close the lamb at kitchen please,5
turn on the lambs at kitchen please,4
turn on the lamb at kitchen please,4
turn off the lambs at kitchen please,5
turn off the lamb at kitchen please,5
open lights in kitchen please,4
open light in kitchen please,4
cut lights in kitchen please,5
cut light in kitchen please,5
close lights in kitchen please,5
close light in kitchen please,5
turn on lights in kitchen please,4
turn on light in kitchen please,4
turn off lights in kitchen please,5
turn off light in kitchen please,5
open the lights in kitchen please,4
open the light in kitchen please,4
cut the lights in kitchen please,5
cut the light in kitchen please,5
close the lights in kitchen please,5
close the light in kitchen please,5
turn on the lights in kitchen please,4
turn on the light in kitchen please,4
turn off the lights in kitchen please,5
turn off the light in kitchen please,5
open lambs in kitchen please,4
open lamb in kitchen please,4
cut lambs in kitchen please,5
cut lamb in kitchen please,5
close lambs in kitchen please,5
close lamb in kitchen please,5
turn on lambs in kitchen please,4
turn on lamb in kitchen please,4
turn off lambs in kitchen please,5
turn off lamb in kitchen please,5
open the lambs in kitchen please,4
open the lamb in kitchen please,4
cut the lambs in kitchen please,5
cut thelamb in kitchen please,5
close the lambs in kitchen please,5
close the lamb in kitchen please,5
turn on the lambs in kitchen please,4
turn on the lamb in kitchen please,4
turn off the lambs in kitchen please,5
turn off the lamb in kitchen please,5
open lights kitchen please,4
open light  kitchen please,4
cut lights kitchen please,5
cut light kitchen please,5
close lights kitchen please,5
close light kitchen please,5
turn on lights kitchen please,4
turn on light kitchen please,4
turn off lights kitchen please,5
turn off light kitchen please,5
open the lights kitchen please,4
open the light kitchen please,4
cut the lights kitchen please,5
cut thelight kitchen please,5
close the lights kitchen please,5
close the light kitchen please,5
turn on the lights kitchen please,4
turn on the light kitchen please,4
turn off the lights kitchen please,5
turn off the light kitchen please,5
open lambs kitchen please,4
open lamb kitchen please,4
cut lambs kitchen please,5
cut lamb kitchen please,5
close lambs kitchen please,5
close lamb kitchen please,5
turn on lambs kitchen please,4
turn on lamb kitchen please,4
turn off lambs kitchen please,5
turn off lamb kitchen please,5
open the lambs kitchen please,4
open the lamb kitchen please,4
cut the lambs kitchen please,5
cut thelamb kitchen please,5
close the lambs kitchen please,5
close the lamb kitchen please,5
turn on the lambs kitchen please,4
turn on the lamb kitchen please,4
turn off the lambs kitchen please,5
turn off the lamb kitchen please,5
open lights of kitchen please,4
open light of kitchen please,4
cut lights of kitchen please,5
cut light of kitchen please,5
close lights of kitchen please,5
close light of kitchen please,5
turn on lights  of kitchen please,4
turn on light of kitchen please,4
turn off lights of kitchen please,5
turn off light of kitchen please,5
open the lights of kitchen please,4
open the light of kitchen please,4
cut the lights of kitchen please,5
cut thelight of kitchen please,5
close the lights of kitchen please,5
close the light of kitchen please,5
turn on the lights of kitchen please,4
turn on the light of kitchen please,4
turn off the lights of kitchen please,5
turn off the light of kitchen please,5
open lambs of kitchen please,4
open lamb of kitchen please,4
cut lambs of kitchen please,5
cut lamb of kitchen please,5
close lambs of kitchen please,5
close lamb of kitchen please,5
turn on lambs of kitchen please,4
turn on lamb of kitchen please,4
turn off lambs of kitchen please,5
turn off lamb of kitchen please,5
open the lambs of kitchen please,4
open the lamb of kitchen please,4
cut the lambs of kitchen please,5
cut thelamb of kitchen please,5
close the lambs of kitchen please,5
close the lamb of kitchen please,5
turn on the lambs of kitchen please,4
turn on the lamb of kitchen please,4
turn off the lambs of kitchen please,5
turn off the lamb of kitchen please,5
open lights at the kitchen please,4
open light at the kitchen please,4
cut lights at the kitchen please,5
cut light at the kitchen please,5
close lights at the kitchen please,5
close light at the kitchen please,5
turn on lights at the kitchen please,4
turn on light at the kitchen please,4
turn off lights at the kitchen please,5
turn off light at the kitchen please,5
open the lights at the kitchen please,4
open the light at the kitchen please,4
cut the lights at the kitchen please,5
cut thelight at the kitchen please,5
close the lights at the kitchen please,5
close the light at the kitchen please,5
turn on the lights at the kitchen please,4
turn on the light at the kitchen please,4
turn off the lights  at the kitchen please,5
turn off the light at the kitchen please,5
open lambs at the kitchen please,4
open lamb at the kitchen please,4
cut lambs at the kitchen please,5
cut lamb at the kitchen please,5
close lambs at the kitchen please,5
close lamb at the kitchen please,5
turn on lambs at the kitchen please,4
turn on lamb at the kitchen please,4
turn off lambs at the kitchen please,5
turn off lamb at the kitchen please,5
