command;location;function
open the lambs in bedroom;bedroom;open
open the lamb in bedroom;bedroom;open
cut the lambs in bedroom;bedroom;close
cut thelamb in bedroom;bedroom;close
close the lambs in bedroom;bedroom;close
close the lamb in bedroom;bedroom;close
turn on the lambs in bedroom;bedroom;open
turn on the lamb in bedroom;bedroom;open
turn off the lambs in bedroom;bedroom;close
turn off the lamb in bedroom;bedroom;close
open lights bedroom;bedroom;open
open light  bedroom;bedroom;open
cut lights bedroom;bedroom;close
cut light bedroom;bedroom;close
close lights bedroom;bedroom;close
close light bedroom;bedroom;close
turn on lights bedroom;bedroom;open
turn on light bedroom;bedroom;open
turn off lights bedroom;bedroom;close
turn off light bedroom;bedroom;close
open the lights bedroom;bedroom;open
open the light bedroom;bedroom;open
cut the lights bedroom;bedroom;close
cut thelight bedroom;bedroom;close
close the lights bedroom;bedroom;close
close the light bedroom;bedroom;close
turn on the lights bedroom;bedroom;open
turn on the light bedroom;bedroom;open
turn off the lights bedroom;bedroom;close
turn off the light bedroom;bedroom;close
open lambs bedroom;bedroom;open
open lamb bedroom;bedroom;open
cut lambs bedroom;bedroom;close
cut lamb bedroom;bedroom;close
close lambs bedroom;bedroom;close
close lamb bedroom;bedroom;close
turn on lambs bedroom;bedroom;open
turn on lamb bedroom;bedroom;open
turn off lambs bedroom;bedroom;close
turn off lamb bedroom;bedroom;close
open the lambs bedroom;bedroom;open
open the lamb bedroom;bedroom;open
cut the lambs bedroom;bedroom;close
cut thelamb bedroom;bedroom;close
close the lambs bedroom;bedroom;close
close the lamb bedroom;bedroom;close
turn on the lambs bedroom;bedroom;open
turn on the lamb bedroom;bedroom;open
turn off the lambs bedroom;bedroom;close
turn off the lamb bedroom;bedroom;close
open lights of bedroom;bedroom;open
open light of bedroom;bedroom;open
cut lights of bedroom;bedroom;close
cut light of bedroom;bedroom;close
close lights of bedroom;bedroom;close
close light of bedroom;bedroom;close
turn on lights  of bedroom;bedroom;open
turn on light of bedroom;bedroom;open
turn off lights of bedroom;bedroom;close
turn off light of bedroom;bedroom;close
open the lights of bedroom;bedroom;open
open the light of bedroom;bedroom;open
cut the lights of bedroom;bedroom;close
cut thelight of bedroom;bedroom;close
close the lights of bedroom;bedroom;close
close the light of bedroom;bedroom;close
turn on the lights of bedroom;bedroom;open
turn on the light of bedroom;bedroom;open
turn off the lights of bedroom;bedroom;close
turn off the light of bedroom;bedroom;close
open lambs of bedroom;bedroom;open
open lamb of bedroom;bedroom;open
cut lambs of bedroom;bedroom;close
cut lamb of bedroom;bedroom;close
close lambs of bedroom;bedroom;close
close lamb of bedroom;bedroom;close
turn on lambs of bedroom;bedroom;open
turn on lamb of bedroom;bedroom;open
turn off lambs of bedroom;bedroom;close
turn off lamb of bedroom;bedroom;close
open the lambs of bedroom;bedroom;open
open the lamb of bedroom;bedroom;open
cut the lambs of bedroom;bedroom;close
cut thelamb of bedroom;bedroom;close
close the lambs of bedroom;bedroom;close
close the lamb of bedroom;bedroom;close
turn on the lambs of bedroom;bedroom;open
turn on the lamb of bedroom;bedroom;open
turn off the lambs of bedroom;bedroom;close
turn off the lamb of bedroom;bedroom;close
open lights at the bedroom;bedroom;open
open light at the bedroom;bedroom;open
cut lights at the bedroom;bedroom;close
cut light at the bedroom;bedroom;close
close lights at the bedroom;bedroom;close
close light at the bedroom;bedroom;close
turn on lights at the bedroom;bedroom;open
turn on light at the bedroom;bedroom;open
turn off lights at the bedroom;bedroom;close
turn off light at the bedroom;bedroom;close
open the lights at the bedroom;bedroom;open
open the light at the bedroom;bedroom;open
cut the lights at the bedroom;bedroom;close
cut thelight at the bedroom;bedroom;close
close the lights at the bedroom;bedroom;close
close the light at the bedroom;bedroom;close
turn on the lights at the bedroom;bedroom;open
turn on the light at the bedroom;bedroom;open
turn off the lights  at the bedroom;bedroom;close
turn off the light at the bedroom;bedroom;close
open lambs at the bedroom;bedroom;open
open lamb at the bedroom;bedroom;open
cut lambs at the bedroom;bedroom;close
cut lamb at the bedroom;bedroom;close
close lambs at the bedroom;bedroom;close
close lamb at the bedroom;bedroom;close
turn on lambs at the bedroom;bedroom;open
turn on lamb at the bedroom;bedroom;open
turn off lambs at the bedroom;bedroom;close
turn off lamb at the bedroom;bedroom;close
open the lambs at the bedroom;bedroom;open
open the lamb at the bedroom;bedroom;open
cut the lambs at the bedroom;bedroom;close
cut thelamb at the bedroom;bedroom;close
close the lambs at the bedroom;bedroom;close
close the lamb at the bedroom;bedroom;close
turn on the lambs at the bedroom;bedroom;open
turn on the lamb at the bedroom;bedroom;open
turn off the lambs at the bedroom;bedroom;close
turn off the lamb at the bedroom;bedroom;close
open lights in the bedroom;bedroom;open
open light in the bedroom;bedroom;open
cut lights in the bedroom;bedroom;close
cut light in the bedroom;bedroom;close
close lights in the bedroom;bedroom;close
close light in the bedroom;bedroom;close
turn on lights in the bedroom;bedroom;open
turn on light in the bedroom;bedroom;open
turn off lights in the bedroom;bedroom;close
turn off light in the bedroom;bedroom;close
open the lights in the bedroom;bedroom;open
open the light in the bedroom;bedroom;open
cut the lights in the bedroom;bedroom;close
cut thelight in the bedroom;bedroom;close
close the lights in the bedroom;bedroom;close
close the light in the bedroom;bedroom;close
turn on the lights in the bedroom;bedroom;open
turn on the light in the bedroom;bedroom;open
turn off the lights in the bedroom;bedroom;close
turn off the light in the bedroom;bedroom;close
open lambs in the bedroom;bedroom;open
open lamb in the bedroom;bedroom;open
cut lambs in the bedroom;bedroom;close
cut lamb in the bedroom;bedroom;close
close lambs in the bedroom;bedroom;close
close lamb in the bedroom;bedroom;close
turn on lambs in the bedroom;bedroom;open
turn on lamb in the bedroom;bedroom;open
turn off lambs in the bedroom;bedroom;close
turn off lamb in the bedroom;bedroom;close
open the lambs in the bedroom;bedroom;open
open the lamb in the bedroom;bedroom;open
cut the lambs in the bedroom;bedroom;close
cut thelamb in the bedroom;bedroom;close
close the lambs in the bedroom;bedroom;close
close the lamb in the bedroom;bedroom;close
turn on the lambs in the bedroom;bedroom;open
turn on the lamb in the bedroom;bedroom;open
turn off the lambs in the bedroom;bedroom;close
turn off the lamb in the bedroom;bedroom;close
Can you open lights at bedroom;bedroom;open
Can you open light at bedroom;bedroom;open
Can you cut lights at bedroom;bedroom;close
Can you cut light at bedroom;bedroom;close
Can you close lights at bedroom;bedroom;close
Can you close light at bedroom;bedroom;close
Can you turn on lights at bedroom;bedroom;open
Can you turn on light at bedroom;bedroom;open
Can you turn off lights at bedroom;bedroom;close
Can you turn off light at bedroom;bedroom;close
Can you open the lights at bedroom;bedroom;open
Can you open the light at bedroom;bedroom;open
Can you cut the lights at bedroom;bedroom;close
Can you cut thelight at bedroom;bedroom;close
Can you close the lights at bedroom;bedroom;close
Can you close the light at bedroom;bedroom;close
Can you turn on the lights at bedroom;bedroom;open
Can you turn on the light at bedroom;bedroom;open
Can you turn off the lights at bedroom;bedroom;close
Can you turn off the light at bedroom;bedroom;close
Can you open lambs at bedroom;bedroom;open
Can you open lamb at bedroom;bedroom;open
Can you cut lambs at bedroom;bedroom;close
Can you cut lamb at bedroom;bedroom;close
Can you close lambs at bedroom;bedroom;close
Can you close lamb at bedroom;bedroom;close
Can you turn on lambs at bedroom;bedroom;open
Can you turn on lamb at bedroom;bedroom;open
Can you turn off lambs at bedroom;bedroom;close
Can you turn off lamb at bedroom;bedroom;close
Can you open the lambs at bedroom;bedroom;open
Can you open the lamb at bedroom;bedroom;open
Can you cut the lambs at bedroom;bedroom;close
Can you cut thelamb at bedroom;bedroom;close
Can you close the lambs at bedroom;bedroom;close
Can you close the lamb at bedroom;bedroom;close
Can you turn on the lambs at bedroom;bedroom;open
Can you turn on the lamb at bedroom;bedroom;open
Can you turn off the lambs at bedroom;bedroom;close
Can you turn off the lamb at bedroom;bedroom;close
Can you open lights in bedroom;bedroom;open
Can you open light in bedroom;bedroom;open
Can you cut lights in bedroom;bedroom;close
Can you cut light in bedroom;bedroom;close
Can you close lights in bedroom;bedroom;close
Can you close light in bedroom;bedroom;close
Can you turn on lights in bedroom;bedroom;open
Can you turn on light in bedroom;bedroom;open
Can you turn off lights in bedroom;bedroom;close
Can you turn off light in bedroom;bedroom;close
Can you open the lights in bedroom;bedroom;open
Can you open the light in bedroom;bedroom;open
Can you cut the lights in bedroom;bedroom;close
Can you cut the light in bedroom;bedroom;close
Can you close the lights in bedroom;bedroom;close
Can you close the light in bedroom;bedroom;close
Can you turn on the lights in bedroom;bedroom;open
Can you turn on the light in bedroom;bedroom;open
Can you turn off the lights in bedroom;bedroom;close
Can you turn off the light in bedroom;bedroom;close
Can you open lambs in bedroom;bedroom;open
Can you open lamb in bedroom;bedroom;open
Can you cut lambs in bedroom;bedroom;close
Can you cut lamb in bedroom;bedroom;close
Can you close lambs in bedroom;bedroom;close
Can you close lamb in bedroom;bedroom;close
Can you turn on lambs in bedroom;bedroom;open
Can you turn on lamb in bedroom;bedroom;open
Can you turn off lambs in bedroom;bedroom;close
Can you turn off lamb in bedroom;bedroom;close
Can you open the lambs in bedroom;bedroom;open
Can you open the lamb in bedroom;bedroom;open
Can you cut the lambs in bedroom;bedroom;close
Can you cut thelamb in bedroom;bedroom;close
Can you close the lambs in bedroom;bedroom;close
Can you close the lamb in bedroom;bedroom;close
Can you turn on the lambs in bedroom;bedroom;open
Can you turn on the lamb in bedroom;bedroom;open
Can you turn off the lambs in bedroom;bedroom;close
Can you turn off the lamb in bedroom;bedroom;close
Can you open lights bedroom;bedroom;open
Can you open light  bedroom;bedroom;open
Can you cut lights bedroom;bedroom;close
Can you cut light bedroom;bedroom;close
Can you close lights bedroom;bedroom;close
Can you close light bedroom;bedroom;close
Can you turn on lights bedroom;bedroom;open
Can you turn on light bedroom;bedroom;open
Can you turn off lights bedroom;bedroom;close
